OD,oLon,oLat,dLon,dLat,busDis,busTime,busWalkTime,busWalkDis,busWaitTime,busBoardTime,busBoardDis,busTransNum,taxiCost,busCost,driveTime,driveDis
1001401488099960-7007401448099944,113.94865920016564,22.533862145734602,113.90407405237343,22.518344770133005,5722.0,4026.0,201.0,470.0,0.0,3825.0,9080.0,0,18.9328,2.5,1413,6772
1001401488099960-7007401476100076,113.94865920016564,22.533862145734602,113.93476161037394,22.667840599828754,14822.0,5743.0,1271.0,2966.0,0.0,4472.0,19211.0,0,40.7728,2.0,2762,23726
1001401488099960-3003401710100070,113.94865920016564,22.533862145734602,114.21687141440901,22.66396895286905,38134.0,6031.0,1774.0,4143.0,2.0,4255.0,39232.0,1,106.17808000000001,8.0,4431,40823
1001401488099960-7007401496100048,113.94865920016564,22.533862145734602,113.95975838955073,22.63673047028963,11418.0,5982.0,1303.0,3044.0,1.0,4678.0,14189.0,1,32.6032,4.5,2909,16277
1001401488099960-1001401604099966,113.94865920016564,22.533862145734602,114.08933617076522,22.54323959182021,14058.0,4671.0,1034.0,2414.0,0.0,3637.0,18988.0,0,38.9392,2.5,1821,18261
1001401488099960-15015401416100072,113.94865920016564,22.533862145734602,113.86672220180195,22.666522714587025,21030.0,5948.0,891.0,2080.0,0.0,5057.0,21871.0,0,55.672,2.5,2971,24372
1001401486099960-7007401520099960,113.9462314708742,22.533816054785625,113.99107196455721,22.538045780460163,4606.0,2844.0,1226.0,2862.0,0.0,1618.0,5071.0,0,16.2544,2.0,1294,7279
1001401488099960-3003401484099980,113.94865920016564,22.533862145734602,113.94449585568674,22.55747325356781,2770.0,2155.0,334.0,780.0,0.0,1821.0,2619.0,0,11.848,2.0,1427,3077
1001401486099960-3003401466099950,113.9462314708742,22.533816054785625,113.92339330290235,22.52322784422361,3197.0,2044.0,480.0,1122.0,0.0,1564.0,2863.0,0,12.8728,2.0,1079,4258
1001401486099960-3003401554100042,113.9462314708742,22.533816054785625,114.02798285789149,22.62898538505793,17226.0,4904.0,318.0,744.0,0.0,4586.0,18524.0,0,46.5424,3.0,2904,18358
1001401486099960-7007401584100056,113.9462314708742,22.533816054785625,114.06647335851679,22.64774541865405,22708.0,6864.0,425.0,996.0,1.0,6438.0,26956.0,1,59.6992,4.5,3426,24755
1001401486099960-15015401520100080,113.9462314708742,22.533816054785625,113.99288734725408,22.677968055526318,18902.0,7417.0,268.0,629.0,2.0,7147.0,26827.0,1,50.5648,5.0,3223,24591
1001401488099960-3003401558100042,113.94865920016564,22.533862145734602,114.03284202531536,22.629075421646014,17458.0,5561.0,960.0,2242.0,0.0,4601.0,18524.0,0,47.0992,3.0,3035,18433
1001401488099960-15015401648100080,113.94865920016564,22.533862145734602,114.14844305949042,22.680816184172247,33458.0,9877.0,646.0,1512.0,2.0,9229.0,43396.0,1,91.58896,5.0,4285,35559
1001401488099960-1001401566099968,113.94865920016564,22.533862145734602,114.04315322123377,22.544653074727076,9896.0,3207.0,594.0,1388.0,0.0,2613.0,11341.0,0,28.9504,3.0,1320,11454
1001401488099960-63063401472100032,113.94865920016564,22.533862145734602,113.96430991621072,22.65034826968319,13218.0,8093.0,3542.0,8266.0,0.0,4551.0,16661.0,0,36.9232,2.5,5637,25323
1001401488099960-7007401552100024,113.94865920016564,22.533862145734602,114.02837081538756,22.610941975988034,15209.0,5153.0,917.0,2140.0,0.0,4236.0,16905.0,0,41.7016,3.0,2556,17166
1001401488099960-15015401648100032,113.94865920016564,22.533862145734602,114.14956184827034,22.62668056439823,28095.0,7454.0,1189.0,2776.0,0.0,6265.0,27880.0,0,74.85639999999998,2.5,4400,29937
1001401488099960-3003401430099982,113.94865920016564,22.533862145734602,113.87888771973442,22.558468152033605,8986.0,2324.0,1330.0,3104.0,0.0,994.0,8589.0,0,26.7664,4.0,1656,10114
1001401486099960-7007401540100052,113.9462314708742,22.533816054785625,114.01311264542544,22.64224661606663,17179.0,5573.0,879.0,2052.0,0.0,4694.0,20825.0,0,46.42959999999999,2.5,3204,19858
1001401488099960-15015401520100112,113.94865920016564,22.533862145734602,113.9920989475213,22.71405320978322,22244.0,9555.0,1683.0,3930.0,1.0,7871.0,33397.0,1,58.5856,6.0,3862,28651
1001401488099960-3003401560099968,113.94865920016564,22.533862145734602,114.03705878672123,22.54566900255098,9430.0,3384.0,849.0,1984.0,1.0,2534.0,10920.0,0,27.832,3.0,1365,10777
1001401488099960-1001401646099976,113.94865920016564,22.533862145734602,114.14009726111394,22.555433163244075,20019.0,3835.0,1180.0,2755.0,1.0,2654.0,21076.0,2,53.2456,6.0,2767,24186
1001401488099960-3003401466100074,113.94865920016564,22.533862145734602,113.92028229752869,22.66305039835452,15688.0,5147.0,930.0,2170.0,0.0,4217.0,17778.0,0,42.8512,3.0,2991,17378
1001401488099960-1001401774100118,113.94865920016564,22.533862145734602,114.29239595073892,22.718295795419483,50661.0,10547.0,857.0,2002.0,1.0,9689.0,57097.0,1,145.26232,11.0,5298,49818
1001401488099960-7007401576099952,113.94865920016564,22.533862145734602,114.05924683604329,22.53028177926397,10668.0,3342.0,600.0,1404.0,1.0,2741.0,13546.0,1,30.8032,4.5,1199,13869
1001401488099960-3003401556100084,113.94865920016564,22.533862145734602,114.02939269198237,22.67639406537776,21915.0,7506.0,1053.0,2458.0,0.0,6453.0,25993.0,0,57.79600000000001,7.0,4422,25174
1001401486099960-3003401504099952,113.9462314708742,22.533816054785625,113.96946750140016,22.526358804452066,2917.0,1770.0,618.0,1446.0,1.0,1151.0,2192.0,0,12.2008,2.5,619,3000
1001401488099960-3003401646100030,113.94865920016564,22.533862145734602,114.14003005238224,22.617485218491602,26278.0,6842.0,1066.0,2490.0,1.0,5775.0,26487.0,0,69.18735999999998,2.5,3989,28026
1001401488099960-15015401736100104,113.94865920016564,22.533862145734602,114.25486206089964,22.70975691771883,46301.0,9214.0,1307.0,3052.0,1.0,7906.0,51939.0,0,131.65912,8.0,4769,44038
1001401488099960-1001401428099988,113.94865920016564,22.533862145734602,113.8751186091392,22.56403514672484,9900.0,3923.0,884.0,2064.0,0.0,3039.0,10457.0,0,28.96,2.5,1801,11235
1001401488099960-3003401518099954,113.94865920016564,22.533862145734602,113.98641222576626,22.52893347706798,4017.0,2640.0,1294.0,3022.0,1.0,1345.0,3716.0,0,14.840800000000002,2.0,1027,5265
1001401488099960-1001401478099948,113.94865920016564,22.533862145734602,113.93681925675313,22.520099810583574,2493.0,2288.0,285.0,666.0,0.0,2003.0,4463.0,0,11.1832,2.5,689,3332
1001401488099960-7007401648100048,113.94865920016564,22.533862145734602,114.14442288170989,22.64012824130701,28974.0,10018.0,1340.0,3130.0,1.0,8677.0,39520.0,1,77.59888000000001,5.0,3964,32119
1001401488099960-15015401488100032,113.94865920016564,22.533862145734602,113.95519716375851,22.623106329941464,9618.0,5912.0,2604.0,6076.0,0.0,3308.0,11558.0,0,28.2832,2.0,3253,14200
1001401488099960-15015401584100096,113.94865920016564,22.533862145734602,114.07027824153057,22.697454840608,27854.0,8782.0,1143.0,2668.0,0.0,7639.0,29074.0,1,74.10447999999998,5.0,4760,32025
3003401486099950-3003401518099958,113.94766851071554,22.52369034958485,113.9863142716647,22.533444188353876,4587.0,1429.0,573.0,1341.0,2.0,854.0,5010.0,1,16.2088,3.0,1015,5649
1001401488099960-7007401548100052,113.94865920016564,22.533862145734602,114.02283180589056,22.6424275434176,17873.0,6054.0,876.0,2046.0,0.0,5178.0,21744.0,0,48.0952,7.0,3228,19608
1001401488099960-1001401462099962,113.94865920016564,22.533862145734602,113.91704910387192,22.535515322719675,3113.0,2107.0,1692.0,3950.0,0.0,415.0,3044.0,0,12.6712,2.0,1234,5636
1001401486099960-3003401638100050,113.9462314708742,22.533816054785625,114.12984295108356,22.639867781931553,27819.0,8235.0,1259.0,2940.0,1.0,6975.0,29709.0,1,73.99527999999998,4.5,3519,28101
1001401488099960-7007401484100012,113.94865920016564,22.533862145734602,113.94607837187824,22.59585875395668,6498.0,3786.0,841.0,1964.0,0.0,2945.0,7835.0,0,20.7952,2.0,1878,8608
1001401486099960-3003401598099966,113.9462314708742,22.533816054785625,114.0832419226394,22.544257315972747,13824.0,4237.0,614.0,1436.0,1.0,3622.0,18988.0,0,38.3776,2.5,1726,18077
1001401488099960-7007401580100020,113.94865920016564,22.533862145734602,114.06247692887631,22.60705761356061,17996.0,5779.0,1274.0,2974.0,0.0,4505.0,21789.0,0,48.39039999999999,3.0,3176,19967
1001401488099960-15015401720099976,113.94865920016564,22.533862145734602,114.23829960977915,22.56504881229538,30143.0,9078.0,2885.0,6734.0,1.0,6192.0,34352.0,1,81.24615999999997,5.5,3290,34558
1001401488099960-3003401502099958,113.94865920016564,22.533862145734602,113.96689199101944,22.533078988409816,1778.0,1553.0,507.0,1184.0,0.0,1046.0,1626.0,0,10.0,2.5,514,2263
1001401486099960-3003401470099958,113.9462314708742,22.533816054785625,113.9280486376835,22.532341574110013,1844.0,1531.0,1210.0,2826.0,1.0,320.0,2206.0,0,10.0,2.0,952,4099
1001401486099960-7007401616100024,113.9462314708742,22.533816054785625,114.10611030969307,22.612363679399085,22830.0,5842.0,1056.0,2468.0,1.0,4785.0,25292.0,1,59.992,8.0,3988,25183
1001401488099960-15015401528100056,113.94865920016564,22.533862145734602,114.0031971922522,22.65108624965714,16917.0,7202.0,564.0,1317.0,0.0,6638.0,23967.0,1,45.8008,5.0,2942,19644
1001401488099960-15015401616099984,113.94865920016564,22.533862145734602,114.11181634326904,22.57185032241034,19040.0,4761.0,771.0,1802.0,1.0,3989.0,18184.0,0,50.896,2.5,2574,19886
1001401486099960-3003401500099968,113.9462314708742,22.533816054785625,113.96421747006264,22.54430971161121,2735.0,1589.0,212.0,496.0,0.0,1377.0,2594.0,0,11.764000000000001,2.5,838,3625
1001401488099960-7007401540099988,113.94865920016564,22.533862145734602,114.01467134748677,22.57007408133968,9807.0,4916.0,2476.0,5778.0,0.0,2440.0,9702.0,0,28.7368,2.5,1782,11138
1001401488099960-7007401752100000,113.94865920016564,22.533862145734602,114.27186093256927,22.588189203000088,35607.0,7954.0,1100.0,2570.0,1.0,6853.0,35599.0,1,98.29384,7.0,3398,37754
1001401488099960-7007401652100020,113.94865920016564,22.533862145734602,114.14993449449413,22.6086355467738,26308.0,7286.0,805.0,1880.0,0.0,6481.0,29646.0,0,69.28096,5.0,4152,28401
1001401488099960-3003401620100040,113.94865920016564,22.533862145734602,114.10820947113254,22.628196630327764,24394.0,7312.0,925.0,2162.0,1.0,6386.0,26945.0,1,63.7456,4.5,3477,24572
1001401488099960-7007401500099988,113.94865920016564,22.533862145734602,113.96610230422961,22.56916385412279,5189.0,2985.0,469.0,1096.0,0.0,2516.0,6858.0,0,17.6536,2.0,1084,5696
1001401488099960-7007401564100068,113.94865920016564,22.533862145734602,114.04188355626131,22.66083112896136,21507.0,6493.0,898.0,2096.0,0.0,5595.0,23141.0,0,56.8168,3.0,3683,21866
1001401488099960-3003401754100098,113.94865920016564,22.533862145734602,114.2697201872345,22.69647193920343,46344.0,10739.0,1107.0,2588.0,2.0,9630.0,56253.0,1,131.79327999999998,10.0,5265,46569
1001401488099960-7007401640100032,113.94865920016564,22.533862145734602,114.13507717922266,22.6219096665522,26262.0,7094.0,1253.0,2926.0,1.0,5840.0,27159.0,0,69.13743999999998,2.5,4116,27398
1001401488099960-1001401494099984,113.94865920016564,22.533862145734602,113.95534823807449,22.56106364069865,3368.0,2532.0,496.0,1158.0,0.0,2036.0,3542.0,0,13.2832,2.0,1150,4252
1001401486099960-15015401400100040,113.9462314708742,22.533816054785625,113.8481078205168,22.630060524698788,18861.0,4465.0,740.0,1730.0,1.0,3724.0,16982.0,0,50.4664,3.0,2315,16582
1001401488099960-15015401536100000,113.94865920016564,22.533862145734602,114.01428179304895,22.58811700114846,11592.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,33.0208,0.0,2336,14903
1001401486099960-7007401512100024,113.9462314708742,22.533816054785625,113.97978682594042,22.610034335905986,10820.0,5828.0,1994.0,4656.0,1.0,3833.0,13368.0,0,31.168000000000003,2.5,2403,11979
3003401486099950-3003401580100040,113.94766851071554,22.52369034958485,114.05961590242329,22.62731251861193,20894.0,6909.0,607.0,1420.0,1.0,6301.0,23599.0,1,55.3456,5.0,3607,24345
1001401488099960-7007401560100032,113.94865920016564,22.533862145734602,114.03789455374063,22.62014349769452,17026.0,5579.0,1091.0,2548.0,1.0,4487.0,22666.0,0,46.0624,4.0,2956,18044
1001401488099960-7007401564099980,113.94865920016564,22.533862145734602,114.04400646482195,22.561591331081928,11686.0,3703.0,784.0,1830.0,0.0,2919.0,13359.0,0,33.246399999999994,2.5,1712,13215
1001401488099960-15015401592100056,113.94865920016564,22.533862145734602,114.08095750748957,22.65252254704845,24310.0,7810.0,241.0,566.0,1.0,7568.0,32598.0,1,63.544,5.5,3944,26586
1001401486099960-1001401514099952,113.9462314708742,22.533816054785625,113.98041654265788,22.525436629815502,4031.0,2529.0,963.0,2250.0,1.0,1565.0,3593.0,0,14.874399999999998,2.5,679,3755
1001401486099960-7007401568099968,113.9462314708742,22.533816054785625,114.04915143403522,22.548147761707483,11038.0,3257.0,611.0,1428.0,1.0,2645.0,15493.0,0,31.6912,2.5,2206,14036
1001401486099960-7007401564099980,113.9462314708742,22.533816054785625,114.04400646482195,22.561591331081928,11917.0,3846.0,724.0,1690.0,0.0,3122.0,14014.0,0,33.800799999999995,2.5,2205,13507
1001401488099960-15015401560100056,113.94865920016564,22.533862145734602,114.04207656378595,22.65180910328445,20614.0,6070.0,689.0,1608.0,0.0,5381.0,22265.0,0,54.6736,3.0,3417,21105
1001401486099960-3003401650100010,113.9462314708742,22.533816054785625,114.14535501044763,22.595015253823853,24736.0,8232.0,1909.0,4456.0,0.0,6323.0,28945.0,0,64.5664,5.0,4784,28388
1001401488099960-3003401534099954,113.94865920016564,22.533862145734602,114.00583427666092,22.52929625817942,5790.0,2894.0,1024.0,2390.0,0.0,1870.0,5677.0,0,19.096,2.5,1030,6153
1001401488099960-3003401584099952,113.94865920016564,22.533862145734602,114.066578400833,22.52815935766093,11567.0,3501.0,467.0,1092.0,1.0,3033.0,15687.0,0,32.9608,4.0,1258,14534
1001401488099960-1001401604100128,113.94865920016564,22.533862145734602,114.08548238020357,22.725937811150928,32149.0,11119.0,1155.0,2698.0,1.0,9963.0,43596.0,1,87.50487999999999,8.0,4464,36869
1001401488099960-3003401624099972,113.94865920016564,22.533862145734602,114.11466840445776,22.551593863785296,17263.0,4991.0,1247.0,2912.0,1.0,3743.0,17700.0,0,46.6312,2.5,2847,21225
1001401488099960-15015401632100016,113.94865920016564,22.533862145734602,114.13049833554136,22.60828872175929,24461.0,6229.0,1018.0,2378.0,1.0,5210.0,24281.0,0,63.9064,2.5,3599,27507
1001401486099960-3003401486100002,113.9462314708742,22.533816054785625,113.94637711242468,22.58232729358685,4909.0,3171.0,262.0,612.0,0.0,2909.0,7161.0,0,16.9816,2.0,1742,7583
1001401488099960-1001401584099966,113.94865920016564,22.533862145734602,114.06505438906055,22.542798086422053,11750.0,4008.0,680.0,1588.0,0.0,3328.0,13280.0,0,33.4,2.5,1487,15403
1001401488099960-7007401444099988,113.94865920016564,22.533862145734602,113.8981098764257,22.56786494207463,8144.0,3213.0,856.0,1998.0,0.0,2357.0,8100.0,0,24.7456,2.0,1449,8960
1001401488099960-15015401416100040,113.94865920016564,22.533862145734602,113.86754152108534,22.63044160190705,17310.0,5220.0,859.0,2006.0,0.0,4361.0,18242.0,0,46.74399999999999,2.5,2405,17470
3003401486099950-1001401596099958,113.94766851071554,22.52369034958485,114.07981329905226,22.53404124848945,13361.0,3559.0,1317.0,3074.0,0.0,2242.0,12916.0,0,37.2664,3.0,1593,16785
1001401488099960-1001401480099972,113.94865920016564,22.533862145734602,113.93864968882934,22.5472090820712,2280.0,1892.0,293.0,686.0,1.0,1598.0,2377.0,0,10.672,2.0,972,2564
3003401486099950-15015401592100040,113.94766851071554,22.52369034958485,114.08133911340065,22.634478399618818,23642.0,4860.0,1507.0,3521.0,3.0,3350.0,27439.0,3,61.9408,7.0,3381,23902
1001401488099960-3003401606100030,113.94865920016564,22.533862145734602,114.09143887205973,22.616611137430105,21660.0,8722.0,2437.0,5688.0,0.0,6285.0,25875.0,1,57.184,5.5,3217,24501
1001401488099960-1001401584099980,113.94865920016564,22.533862145734602,114.06472015410831,22.558586667537345,13312.0,3848.0,727.0,1698.0,0.0,3121.0,14544.0,0,37.1488,2.5,1954,14717
1001401488099960-7007401620099964,113.94865920016564,22.533862145734602,114.11238079376704,22.544783351296395,16362.0,3401.0,1559.0,3640.0,1.0,1841.0,16509.0,0,44.4688,5.0,2205,19892
1001401488099960-1001401444099982,113.94865920016564,22.533862145734602,113.89469516931456,22.557646449888754,7430.0,3199.0,711.0,1660.0,0.0,2488.0,8269.0,0,23.032,2.5,1195,8179
1001401488099960-15015401504099936,113.94865920016564,22.533862145734602,113.97699541631864,22.51521882442377,4522.0,3003.0,1456.0,3398.0,0.0,1547.0,3593.0,0,16.0528,2.5,2127,5081
3003401486099950-3003401490099986,113.94766851071554,22.52369034958485,113.95163145451255,22.564377456637462,4476.0,3592.0,647.0,1512.0,1.0,2944.0,5121.0,0,15.9424,2.0,1420,5915
1001401488099960-1001401596100112,113.94865920016564,22.533862145734602,114.07614043891249,22.707716165647806,29437.0,8807.0,1003.0,2344.0,1.0,7803.0,34226.0,1,79.04343999999998,5.5,4466,31781
1001401488099960-3003401434099986,113.94865920016564,22.533862145734602,113.88364230203173,22.563072686279426,9008.0,3650.0,944.0,2204.0,0.0,2706.0,9074.0,0,26.8192,2.5,1721,10475
1001401488099960-3003401550099962,113.94865920016564,22.533862145734602,114.02506330741328,22.53867844155458,7607.0,3183.0,1248.0,2914.0,0.0,1935.0,7325.0,0,23.4568,2.0,1253,8958
3003401486099950-3003401700100060,113.94766851071554,22.52369034958485,114.20494706697285,22.65247842307517,36981.0,5535.0,1167.0,2726.0,2.0,4366.0,38317.0,2,102.58072,8.0,4336,39063
1001401486099960-3003401542099954,113.9462314708742,22.533816054785625,114.01554545100115,22.529476771967783,6898.0,3306.0,1322.0,3088.0,1.0,1983.0,7281.0,0,21.7552,2.0,1221,7667
1001401488099960-31031401488100112,113.94865920016564,22.533862145734602,113.96272627884292,22.722521299522143,20361.0,8214.0,2073.0,4838.0,0.0,6141.0,37236.0,1,54.0664,10.0,4264,39294
1001401488099960-3003401442099942,113.94865920016564,22.533862145734602,113.89446564778608,22.51364735924359,7091.0,5058.0,1259.0,2940.0,1.0,3798.0,9080.0,0,22.218400000000006,2.5,1647,8475
1001401488099960-3003401586099966,113.94865920016564,22.533862145734602,114.0686727536477,22.543992288330326,12208.0,3576.0,348.0,814.0,0.0,3228.0,17642.0,0,34.4992,2.5,1585,16019
1001401488099960-7007401452100108,113.94865920016564,22.533862145734602,113.9047906131059,22.70336170289801,21204.0,6617.0,1206.0,2816.0,0.0,5411.0,24671.0,0,56.0896,4.0,2852,25056
1001401486099960-15015401568099968,113.9462314708742,22.533816054785625,114.05391153710184,22.552747551165808,11947.0,3829.0,1139.0,2660.0,1.0,2689.0,15776.0,0,33.8728,2.5,2784,16089
1001401488099960-63063401376100064,113.94865920016564,22.533862145734602,113.84686110829979,22.68417533986485,24664.0,6811.0,244.0,572.0,1.0,6566.0,28764.0,0,64.39359999999999,2.5,3335,26498
1001401488099960-15015401584100128,113.94865920016564,22.533862145734602,114.06950938078829,22.733542447713052,31429.0,10062.0,1541.0,3598.0,1.0,8520.0,32823.0,1,85.25847999999998,5.0,4112,36244
3003401486099950-15015401456099952,113.94766851071554,22.52369034958485,113.91833746333988,22.532155402516263,3587.0,2410.0,320.0,748.0,0.0,2090.0,4674.0,0,13.8088,2.0,1244,5159
1001401486099960-3003401488100000,113.9462314708742,22.533816054785625,113.9488554000054,22.58011821310595,4917.0,3287.0,402.0,940.0,0.0,2885.0,7161.0,0,17.000799999999998,2.0,1511,7187
