OD,oLon,oLat,dLon,dLat,busDis,busTime,busWalkTime,busWalkDis,busWaitTime,busBoardTime,busBoardDis,busTransNum,taxiCost,busCost,driveTime,driveDis
1001401488099960-1001401464099974,113.94865920016564,22.533862145734602,113.91917623846571,22.549093125432144,4285.0,2569.0,1370.0,3198.0,0.0,1199.0,3579.0,0,15.484000000000002,2.0,1404,6232
1001401488099960-1001401500099994,113.94865920016564,22.533862145734602,113.96238568139758,22.5724780277137,5176.0,3233.0,736.0,1718.0,0.0,2497.0,5865.0,0,17.6224,2.0,1242,6039
1001401488099960-1001401456099952,113.94865920016564,22.533862145734602,113.91001714035572,22.524099526206225,4587.0,4021.0,684.0,1598.0,0.0,3337.0,8321.0,0,16.2088,2.0,1123,5084
3003401486099950-1001401424100016,113.94766851071554,22.52369034958485,113.86954858541651,22.59551191811713,14529.0,3892.0,525.0,1228.0,1.0,3366.0,13942.0,0,40.0696,3.0,2174,15282
1001401488099960-3003401504099960,113.94865920016564,22.533862145734602,113.96927049256004,22.53538008541821,2074.0,2491.0,866.0,2022.0,0.0,1625.0,2938.0,0,10.1776,2.0,1479,4256
1001401486099960-3003401416099988,113.9462314708742,22.533816054785625,113.86173863333508,22.564902286884603,11014.0,4954.0,786.0,1834.0,0.0,4168.0,12506.0,0,31.6336,2.5,2464,11699
1001401488099960-1001401538099966,113.94865920016564,22.533862145734602,114.00920860563322,22.541768748585984,6440.0,3468.0,1078.0,2518.0,1.0,2389.0,7282.0,0,20.656,2.5,1569,8569
1001401488099960-1001401468099948,113.94865920016564,22.533862145734602,113.92468201083493,22.51986823130069,3647.0,2297.0,588.0,1374.0,0.0,1709.0,3544.0,0,13.9528,2.0,969,4318
3003401486099950-1001401548099954,113.94766851071554,22.52369034958485,114.0216392143066,22.52846159933187,7376.0,2632.0,1152.0,2690.0,0.0,1480.0,7936.0,0,22.9024,2.5,829,9291
1001401488099960-1001401398100058,113.94865920016564,22.533862145734602,113.83689299984005,22.642248056774346,21359.0,5101.0,862.0,2014.0,1.0,4238.0,19596.0,0,56.4616,3.0,2511,19212
1001401486099960-3003401606100106,113.9462314708742,22.533816054785625,114.08963065435863,22.70232138677228,30380.0,10809.0,809.0,1890.0,1.0,9999.0,41442.0,0,81.98559999999998,3.0,4414,32065
1001401488099960-1001401572099966,113.94865920016564,22.533862145734602,114.0504856114192,22.54253142808705,10365.0,3495.0,796.0,1858.0,0.0,2699.0,15059.0,0,30.076,2.5,1323,14201
1001401488099960-1001401510099982,113.94865920016564,22.533862145734602,113.97482346262476,22.559175340385607,4993.0,2595.0,656.0,1532.0,0.0,1939.0,4603.0,0,17.1832,2.5,1267,5603
1001401488099960-1001401618100040,113.94865920016564,22.533862145734602,114.10458853993471,22.62700306412107,23935.0,7575.0,516.0,1204.0,0.0,7059.0,28116.0,0,62.644,2.5,3287,24333
1001401488099960-7007401548099964,113.94865920016564,22.533862145734602,114.02496644405278,22.543189236471015,8053.0,4153.0,1586.0,3704.0,1.0,2566.0,7707.0,0,24.5272,2.0,1943,9588
1001401488099960-3003401474099946,113.94865920016564,22.533862145734602,113.93320294266128,22.518902791208593,2950.0,2434.0,503.0,1176.0,1.0,1930.0,3674.0,0,12.28,2.0,810,3727
1001401488099960-3003401644100044,113.94865920016564,22.533862145734602,114.13727325769057,22.633231315143128,27611.0,8265.0,1322.0,3088.0,1.0,6942.0,28433.0,1,73.34631999999998,4.5,4353,29688
1001401486099960-7007401508099964,113.9462314708742,22.533816054785625,113.97640635102785,22.542283142511028,3666.0,3088.0,938.0,2192.0,1.0,2149.0,4785.0,0,13.9984,2.0,1112,5715
3003401486099950-3003401514099978,113.94766851071554,22.52369034958485,113.98096773231684,22.555906519077023,6354.0,2594.0,1044.0,2439.0,1.0,1549.0,11232.0,1,20.4496,4.0,1613,9307
1001401486099960-3003401536099976,113.9462314708742,22.533816054785625,114.00772689868678,22.55415081476336,7784.0,3638.0,902.0,2106.0,0.0,2736.0,10357.0,0,23.8816,2.5,2591,12822
1001401488099960-1001401414100012,113.94865920016564,22.533862145734602,113.85750796778922,22.59076439081507,14239.0,4254.0,472.0,1104.0,1.0,3781.0,14041.0,0,39.3736,2.5,2534,13560
1001401488099960-1001401422100000,113.94865920016564,22.533862145734602,113.86752834615056,22.577423812477328,11958.0,3876.0,443.0,1036.0,1.0,3432.0,12218.0,0,33.8992,2.5,2313,12962
3003401486099950-3003401552099952,113.94766851071554,22.52369034958485,114.0277328573628,22.52744615029805,7841.0,2499.0,800.0,1868.0,0.0,1699.0,7932.0,0,24.0184,2.0,989,10099
1001401488099960-1001401556100048,113.94865920016564,22.533862145734602,114.0290763718485,22.63464646548976,17668.0,5311.0,579.0,1352.0,0.0,4732.0,19539.0,0,47.6032,3.0,2818,18435
1001401488099960-1001401584099960,113.94865920016564,22.533862145734602,114.06519754144594,22.53603154073909,11081.0,2844.0,1484.0,3464.0,0.0,1360.0,11929.0,0,31.7944,4.0,1312,14391
1001401488099960-1001401594100072,113.94865920016564,22.533862145734602,114.07466761184817,22.66256182172069,24738.0,8506.0,1132.0,2644.0,1.0,7373.0,29968.0,1,64.5712,5.5,3984,26926
1001401486099960-1001401570100132,113.9462314708742,22.533816054785625,114.04405224183216,22.72968915114501,28897.0,9006.0,724.0,1694.0,2.0,8280.0,31556.0,1,77.35863999999998,5.5,3529,33442
1001401488099960-3003401558099986,113.94865920016564,22.533862145734602,114.03419635603632,22.56592325530097,11208.0,4335.0,1612.0,3762.0,0.0,2723.0,11454.0,0,32.0992,2.5,1732,14239
1001401488099960-3003401552100040,113.94865920016564,22.533862145734602,114.02560185403459,22.62668490198165,16541.0,5092.0,576.0,1344.0,0.0,4516.0,18524.0,0,44.8984,3.0,2667,17618
1001401488099960-3003401546100042,113.94865920016564,22.533862145734602,114.01826459708671,22.628804871311146,16072.0,4796.0,552.0,1290.0,0.0,4244.0,19071.0,0,43.7728,7.0,2570,16975
1001401486099960-1001401570099972,113.9462314708742,22.533816054785625,114.04791346966536,22.549253292733393,11035.0,3616.0,815.0,1904.0,1.0,2800.0,15493.0,0,31.684,2.5,2574,14271
1001401486099960-7007401452099964,113.9462314708742,22.533816054785625,113.90842643641916,22.540990048617743,4248.0,2599.0,2184.0,5098.0,0.0,415.0,3044.0,0,15.3952,2.0,1190,5581
1001401488099960-3003401562100034,113.94865920016564,22.533862145734602,114.03789467228624,22.620143568722444,17026.0,5686.0,1091.0,2548.0,1.0,4594.0,22666.0,0,46.0624,4.0,2774,18044
1001401488099960-3003401422100002,113.94865920016564,22.533862145734602,113.868665960052,22.580830120047498,12196.0,3990.0,557.0,1302.0,1.0,3432.0,12218.0,0,34.4704,2.5,2401,12345
1001401488099960-3003401434099982,113.94865920016564,22.533862145734602,113.88374373799091,22.558562426473703,8544.0,4189.0,494.0,1154.0,0.0,3695.0,10225.0,0,25.7056,2.5,1924,9809
1001401486099960-3003401504099960,113.9462314708742,22.533816054785625,113.96927049256004,22.53538008541821,2305.0,2844.0,978.0,2284.0,0.0,1866.0,3367.0,0,10.732,2.0,1408,4672
1001401486099960-1001401544100068,113.9462314708742,22.533816054785625,114.01401042555256,22.656929323805088,18746.0,7155.0,416.0,972.0,0.0,6739.0,24565.0,1,50.1904,3.5,3360,21174
1001401488099960-15015401528099976,113.94865920016564,22.533862145734602,114.00515188942806,22.560871383639537,7991.0,4127.0,1630.0,3804.0,0.0,2497.0,9702.0,0,24.3784,2.5,1601,12358
1001401488099960-1001401468099978,113.94865920016564,22.533862145734602,113.92393203474441,22.553696584056354,4306.0,2784.0,496.0,1158.0,0.0,2288.0,3841.0,0,15.5344,2.5,1877,4999
1001401488099960-3003401432099988,113.94865920016564,22.533862145734602,113.88116344392408,22.565280680483852,9461.0,3726.0,717.0,1674.0,0.0,3009.0,10457.0,0,27.9064,2.5,1871,10515
1001401488099960-7007401544100032,113.94865920016564,22.533862145734602,114.01845919822156,22.61978321679437,15179.0,5598.0,1344.0,3138.0,0.0,4254.0,19071.0,0,41.6296,7.0,2327,16403
1001401488099960-1001401578100030,113.94865920016564,22.533862145734602,114.05623582352491,22.614840528719373,18201.0,6731.0,543.0,1270.0,1.0,6187.0,25110.0,1,48.8824,4.5,3005,21129
1001401486099960-7007401456099968,113.9462314708742,22.533816054785625,113.91318159051752,22.545593758830172,4269.0,2531.0,1216.0,2840.0,1.0,1314.0,2921.0,0,15.4456,2.0,1345,5825
1001401486099960-1001401478099946,113.9462314708742,22.533816054785625,113.93686900786501,22.517844555495333,2484.0,1619.0,190.0,446.0,1.0,1428.0,3196.0,0,11.1616,2.0,863,3512
1001401488099960-3003401546099974,113.94865920016564,22.533862145734602,114.01991656183179,22.55212103894225,8483.0,3643.0,957.0,2236.0,1.0,2685.0,8628.0,0,25.5592,2.5,1492,9698
1001401488099960-1001401498099990,113.94865920016564,22.533862145734602,113.96005624509226,22.5679214903079,4499.0,2800.0,305.0,714.0,1.0,2494.0,5865.0,0,15.997599999999998,2.0,1073,5539
1001401488099960-7007401564099956,113.94865920016564,22.533862145734602,114.0445833808147,22.53452568624664,9007.0,3948.0,1536.0,3586.0,0.0,2412.0,12464.0,0,26.8168,2.5,1634,10730
1001401488099960-3003401482099966,113.94865920016564,22.533862145734602,113.94241589137123,22.54164024841785,1367.0,1867.0,373.0,872.0,0.0,1494.0,1563.0,0,10.0,2.0,780,1718
1001401488099960-1001401488100000,113.94865920016564,22.533862145734602,113.94766602097219,22.57896751633276,4645.0,3738.0,700.0,1634.0,0.0,3038.0,7161.0,0,16.348,2.0,1309,7050
1001401488099960-1001401412100004,113.94865920016564,22.533862145734602,113.85528443441929,22.581696567161607,13530.0,4633.0,942.0,2200.0,0.0,3691.0,13334.0,0,37.672,2.5,2540,13366
1001401488099960-3003401550100018,113.94865920016564,22.533862145734602,114.02370662923607,22.601830296533212,13855.0,5670.0,1495.0,3490.0,0.0,4175.0,15633.0,0,38.452,2.5,2463,15953
1001401488099960-1001401484100008,113.94865920016564,22.533862145734602,113.94260973962805,22.58789609130372,6018.0,4520.0,1370.0,3198.0,0.0,3150.0,7835.0,0,19.6432,2.0,2013,9155
1001401486099960-3003401536099960,113.9462314708742,22.533816054785625,114.00811618194635,22.53610764293227,5999.0,2798.0,1117.0,2610.0,1.0,1680.0,6727.0,0,19.5976,2.5,1437,7701
1001401488099960-1001401466099952,113.94865920016564,22.533862145734602,113.92215458810051,22.52433225224368,3433.0,2065.0,356.0,832.0,0.0,1709.0,3544.0,0,13.4392,2.0,962,4222
1001401488099960-3003401464099948,113.94865920016564,22.533862145734602,113.92101583300665,22.520926172287645,3883.0,2253.0,436.0,1018.0,0.0,1817.0,3860.0,0,14.5192,2.0,1122,4293
1001401488099960-1001401502099982,113.94865920016564,22.533862145734602,113.96511057522645,22.55899214182193,4069.0,2674.0,885.0,2066.0,0.0,1789.0,3864.0,0,14.965599999999998,1.0,1121,4445
1001401486099960-3003401446099998,113.9462314708742,22.533816054785625,113.89790793882608,22.576885643339445,8852.0,3349.0,286.0,668.0,0.0,3063.0,9529.0,0,26.4448,2.0,1995,9305
1001401488099960-1001401484099950,113.94865920016564,22.533862145734602,113.94405204079479,22.522493589779323,1578.0,1892.0,659.0,1540.0,1.0,1232.0,1877.0,0,10.0,2.5,494,2139
1001401486099960-7007401572099988,113.9462314708742,22.533816054785625,114.05352836537745,22.57079172048421,13732.0,3118.0,1056.0,2467.0,1.0,2061.0,15311.0,1,38.1568,5.0,2833,15740
1001401488099960-7007401460100068,113.94865920016564,22.533862145734602,113.91552321963616,22.65844640796495,15666.0,5495.0,390.0,914.0,1.0,5104.0,17100.0,1,42.7984,4.0,2722,16616
1001401488099960-7007401568099984,113.94865920016564,22.533862145734602,114.0487672575128,22.56619158068913,12593.0,4137.0,1146.0,2676.0,0.0,2991.0,13359.0,0,35.42319999999999,2.5,1617,13732
1001401486099960-7007401488099992,113.9462314708742,22.533816054785625,113.95143279774538,22.573398473874644,4479.0,3168.0,586.0,1368.0,0.0,2582.0,5689.0,0,15.9496,2.0,1230,6000
1001401488099960-7007401572100052,113.94865920016564,22.533862145734602,114.0519898792469,22.642966798522394,20645.0,7027.0,1313.0,3066.0,1.0,5713.0,26554.0,0,54.748000000000005,5.0,3559,23594
1001401486099960-1001401562099978,113.9462314708742,22.533816054785625,114.03805606468453,22.555840953353076,10781.0,3720.0,944.0,2206.0,1.0,2775.0,12789.0,0,31.0744,2.0,2389,12534
1001401488099960-1001401476099988,113.94865920016564,22.533862145734602,113.93339465447387,22.56515841235141,4582.0,3030.0,616.0,1440.0,1.0,2413.0,4524.0,0,16.1968,2.5,1961,5481
1001401488099960-7007401552099960,113.94865920016564,22.533862145734602,114.02991917754628,22.53876815592524,8069.0,3103.0,851.0,1988.0,1.0,2251.0,9250.0,0,24.565600000000003,2.0,1535,10650
1001401486099960-1001401486099970,113.9462314708742,22.533816054785625,113.94598321644888,22.54509239948384,1162.0,1363.0,294.0,688.0,0.0,1069.0,856.0,0,10.0,2.0,951,1411
3003401486099950-3003401602099990,113.94766851071554,22.52369034958485,114.08752965706108,22.571412036720037,17852.0,3290.0,814.0,1903.0,2.0,2474.0,18871.0,1,48.0448,6.0,2439,18590
1001401488099960-1001401502100008,113.94865920016564,22.533862145734602,113.9644679777639,22.58831102457153,6968.0,3958.0,440.0,1028.0,0.0,3518.0,8756.0,0,21.9232,2.0,1548,8055
1001401488099960-1001401508099982,113.94865920016564,22.533862145734602,113.97239523136395,22.5591295956172,4762.0,2570.0,628.0,1466.0,0.0,1942.0,4603.0,0,16.6288,2.5,1231,4825
1001401488099960-63063401440100032,113.94865920016564,22.533862145734602,113.92543375247062,22.64960658592288,13850.0,5361.0,1222.0,2852.0,0.0,4139.0,15268.0,0,38.44,3.0,3349,15327
1001401488099960-3003401420100000,113.94865920016564,22.533862145734602,113.86628864141235,22.578527642288194,12185.0,3997.0,565.0,1320.0,0.0,3432.0,12218.0,0,34.444,2.5,2483,13176
1001401488099960-1001401444100006,113.94865920016564,22.533862145734602,113.89408833174092,22.584708249930266,10219.0,4390.0,986.0,2302.0,0.0,3404.0,11162.0,0,29.7256,2.0,2127,11339
3003401486099950-1001401478099968,113.94766851071554,22.52369034958485,113.93632139696548,22.542652320994392,2970.0,2899.0,341.0,796.0,0.0,2558.0,4593.0,0,12.328,2.0,1187,3368
1001401486099960-3003401486100006,113.9462314708742,22.533816054785625,113.94627759700808,22.586837807127708,5355.0,3985.0,949.0,2216.0,0.0,3036.0,7161.0,0,18.052,2.0,1601,8002
1001401488099960-7007401544100064,113.94865920016564,22.533862145734602,114.01767972523712,22.65586947986265,18750.0,7273.0,404.0,945.0,1.0,6868.0,23152.0,1,50.2,5.0,3285,20952
1001401488099960-7007401484099988,113.94865920016564,22.533862145734602,113.94667538864927,22.568795663955086,3710.0,3306.0,798.0,1862.0,0.0,2508.0,5309.0,0,14.104000000000001,2.0,1093,5948
1001401488099960-7007401556100028,113.94865920016564,22.533862145734602,114.03313252654699,22.61554279181472,16118.0,4710.0,601.0,1404.0,0.0,4109.0,16905.0,0,43.8832,3.0,2343,17259
1001401486099960-3003401542100042,113.9462314708742,22.533816054785625,114.01340550378613,22.628714394158536,15841.0,5019.0,1038.0,2424.0,0.0,3981.0,18115.0,0,43.2184,7.0,2800,18414
1001401488099960-1001401436100008,113.94865920016564,22.533862145734602,113.8843236239086,22.58677509792927,11338.0,5133.0,360.0,842.0,0.0,4773.0,13920.0,0,32.411199999999994,2.5,1948,11926
3003401486099950-1001401402100028,113.94766851071554,22.52369034958485,113.84252511863373,22.608518608721123,18361.0,3858.0,2276.0,5315.0,2.0,1580.0,15742.0,1,49.2664,5.0,3194,17571
1001401486099960-3003401452099984,113.9462314708742,22.533816054785625,113.9055457785132,22.56124002825749,6561.0,2873.0,563.0,1316.0,1.0,2309.0,6870.0,0,20.9464,2.0,1591,7025
1001401486099960-3003401452100000,113.9462314708742,22.533816054785625,113.90514266366579,22.57928141802675,8419.0,4067.0,1078.0,2518.0,1.0,2988.0,9162.0,0,25.4056,2.0,1997,9987
1001401486099960-7007401760100128,113.9462314708742,22.533816054785625,114.27873124941532,22.73273175984741,51079.0,6648.0,1275.0,2979.0,2.0,5371.0,50194.0,1,146.56648,10.0,5455,47934
1001401488099960-1001401620099988,113.94865920016564,22.533862145734602,114.10824446716093,22.568401740322066,18360.0,4907.0,849.0,1984.0,1.0,4057.0,17727.0,0,49.264,2.5,2282,19450
3003401486099950-1001401482099944,113.94766851071554,22.52369034958485,113.94177353831336,22.515681655351358,1358.0,1311.0,950.0,2218.0,0.0,361.0,1416.0,0,10.0,2.0,454,1952
1001401488099960-1001401464099968,113.94865920016564,22.533862145734602,113.91932654607773,22.542327494633266,3588.0,2492.0,837.0,1954.0,0.0,1655.0,3550.0,0,13.8112,2.5,1341,5555
1001401488099960-3003401494100010,113.94865920016564,22.533862145734602,113.95589304017523,22.591532909673013,6494.0,3853.0,885.0,2066.0,0.0,2968.0,6678.0,0,20.7856,2.0,1595,7581
1001401488099960-1001401418100006,113.94865920016564,22.533862145734602,113.862518409679,22.584094209721666,13099.0,4032.0,395.0,924.0,1.0,3636.0,12941.0,0,36.6376,2.5,2314,12614
1001401488099960-1001401612099980,113.94865920016564,22.533862145734602,114.09871867556299,22.55920422990425,16543.0,4629.0,1181.0,2758.0,1.0,3447.0,16096.0,0,44.9032,2.5,2262,18958
1001401488099960-7007401468099948,113.94865920016564,22.533862145734602,113.92824817584291,22.52332056610644,2967.0,1834.0,294.0,688.0,0.0,1540.0,3080.0,0,12.3208,2.0,672,3061
1001401486099960-1001401462099966,113.9462314708742,22.533816054785625,113.91694886481079,22.540025738100127,3357.0,2655.0,1002.0,2342.0,1.0,1652.0,3550.0,0,13.2568,2.5,1213,4449
1001401486099960-3003401546099954,113.9462314708742,22.533816054785625,114.02040107525448,22.529566809659446,7341.0,3277.0,1136.0,2654.0,1.0,2140.0,10300.0,0,22.8184,2.5,955,9791
1001401488099960-1001401586099990,113.94865920016564,22.533862145734602,114.06690985589293,22.56990857764781,14660.0,3892.0,383.0,896.0,1.0,3508.0,16037.0,0,40.384,2.5,1922,16172
1001401486099960-1001401490099976,113.9462314708742,22.533816054785625,113.950690282106,22.5519504245474,2246.0,2021.0,206.0,482.0,0.0,1815.0,2237.0,0,10.5904,2.0,1492,2654
1001401488099960-7007401604099980,113.94865920016564,22.533862145734602,114.09257629541409,22.562477735823226,16302.0,4592.0,1097.0,2562.0,1.0,3494.0,15328.0,0,44.3248,3.0,1834,17816
1001401488099960-3003401460099972,113.94865920016564,22.533862145734602,113.9155594035652,22.54789564493137,4501.0,2852.0,1411.0,3294.0,0.0,1441.0,3382.0,0,16.0024,2.0,1844,6130
1001401488099960-3003401566099954,113.94865920016564,22.533862145734602,114.04467956575348,22.530014805971078,9338.0,3130.0,714.0,1668.0,0.0,2416.0,12464.0,0,27.6112,2.5,1216,13553
1001401488099960-1001401556100080,113.94865920016564,22.533862145734602,114.02829910552731,22.67073301137072,21241.0,6643.0,392.0,916.0,0.0,6251.0,25993.0,0,56.1784,7.0,4091,23449
1001401488099960-7007401600099960,113.94865920016564,22.533862145734602,114.08819294214196,22.539834173456807,13607.0,3263.0,1642.0,3832.0,0.0,1621.0,14474.0,0,37.85679999999999,5.0,1703,17233
1001401488099960-15015401528100104,113.94865920016564,22.533862145734602,114.00201959760584,22.705214605220238,22275.0,10059.0,2067.0,4825.0,1.0,7991.0,30175.0,1,58.66,5.0,4864,29472
1001401488099960-1001401564099984,113.94865920016564,22.533862145734602,114.04033988663694,22.56265207836532,11451.0,3822.0,973.0,2272.0,0.0,2849.0,13115.0,0,32.6824,3.0,1504,12569
3003401486099950-15015401472099968,113.94766851071554,22.52369034958485,113.93736037519356,22.55056845012125,3672.0,3286.0,762.0,1780.0,0.0,2524.0,4511.0,0,14.0128,2.0,1775,4154
1001401488099960-3003401566099970,113.94865920016564,22.533862145734602,114.04429515105936,22.548058592584304,10346.0,3598.0,821.0,1918.0,1.0,2776.0,11749.0,0,30.0304,3.0,1993,12012
1001401488099960-3003401428099988,113.94865920016564,22.533862145734602,113.87630720241648,22.56518630156439,9905.0,3736.0,730.0,1706.0,1.0,3005.0,10457.0,0,28.972,2.5,1840,10651
1001401488099960-1001401476099952,113.94865920016564,22.533862145734602,113.93429219506912,22.524564065454413,2277.0,1876.0,882.0,2062.0,1.0,993.0,2694.0,0,10.6648,1.0,601,2800
1001401488099960-1001401458100008,113.94865920016564,22.533862145734602,113.91103763611281,22.5872915052502,8899.0,4749.0,163.0,384.0,1.0,4585.0,9400.0,1,26.5576,4.5,2719,9378
1001401486099960-1001401486099976,113.9462314708742,22.533816054785625,113.94583418791998,22.551858197474647,1858.0,1987.0,246.0,576.0,0.0,1741.0,1791.0,0,10.0,2.0,1443,2153
1001401488099960-1001401588099990,113.94865920016564,22.533862145734602,114.06933848540399,22.569952915053825,14891.0,4105.0,597.0,1394.0,0.0,3508.0,16037.0,0,40.9384,2.5,1886,15987
1001401488099960-3003401590100070,113.94865920016564,22.533862145734602,114.07104613742779,22.66136740111288,24280.0,8118.0,842.0,1968.0,1.0,7275.0,29531.0,1,63.472,5.5,3571,26716
1001401486099960-1001401502100006,113.9462314708742,22.533816054785625,113.96451744607587,22.5860557303106,6977.0,3963.0,424.0,990.0,0.0,3539.0,8692.0,0,21.9448,2.0,1623,8150
1001401488099960-3003401572099988,113.94865920016564,22.533862145734602,114.05114789024948,22.568491735135364,13047.0,3968.0,794.0,1856.0,1.0,3173.0,14813.0,0,36.5128,3.0,1624,14172
1001401488099960-3003401506099970,113.94865920016564,22.533862145734602,113.97145209574673,22.54670244186592,3420.0,2405.0,953.0,2226.0,1.0,1451.0,2853.0,0,13.408,2.5,1181,3470
1001401488099960-3003401480100084,113.94865920016564,22.533862145734602,113.93704142241613,22.674652834335127,15297.0,6039.0,1008.0,2354.0,0.0,5031.0,19796.0,0,41.9128,3.0,2801,24450
3003401486099950-3003401590099950,113.94766851071554,22.52369034958485,114.07390966035288,22.52603650636579,12003.0,3605.0,1370.0,3198.0,0.0,2235.0,12454.0,0,34.0072,3.0,1312,15628
1001401486099960-1001401424099996,113.9462314708742,22.533816054785625,113.8700586107898,22.57296098439867,11051.0,2521.0,1375.0,3210.0,0.0,1146.0,10172.0,0,31.7224,4.0,2321,11225
1001401488099960-3003401518100002,113.94865920016564,22.533862145734602,113.98523512889037,22.58306181894504,8374.0,3976.0,765.0,1786.0,0.0,3211.0,10597.0,0,25.297600000000006,3.0,1065,8811
1001401488099960-7007401424099992,113.94865920016564,22.533862145734602,113.87372627897105,22.571904304781253,10823.0,3581.0,486.0,1136.0,0.0,3095.0,10996.0,0,31.1752,2.5,2156,11665
1001401488099960-1001401424099996,113.94865920016564,22.533862145734602,113.8700586107898,22.57296098439867,11272.0,3809.0,580.0,1356.0,1.0,3228.0,11648.0,0,32.2528,2.5,2277,11969
1001401486099960-3003401560100032,113.9462314708742,22.533816054785625,114.03551361916328,22.617843229537147,16803.0,4962.0,787.0,1838.0,0.0,4175.0,16905.0,0,45.5272,3.0,2829,17679
1001401486099960-7007401560100016,113.9462314708742,22.533816054785625,114.03828116876616,22.60209997732964,15472.0,5833.0,1420.0,3316.0,1.0,4412.0,17006.0,0,42.3328,2.5,2508,16906
1001401488099960-1001401604099968,113.94865920016564,22.533862145734602,114.08928883466741,22.54549515451401,14280.0,4577.0,801.0,1872.0,1.0,3775.0,15795.0,0,39.472,3.0,2007,18508
1001401488099960-1001401456100000,113.94865920016564,22.533862145734602,113.9088105194368,22.578224032554306,8191.0,4384.0,628.0,1468.0,1.0,3755.0,9233.0,0,24.858400000000003,2.5,1901,10401
1001401488099960-3003401502100002,113.94865920016564,22.533862145734602,113.96580591943692,22.58269572821696,6527.0,3601.0,526.0,1228.0,0.0,3075.0,8249.0,0,20.8648,3.0,1453,7548
1001401488099960-1001401426100008,113.94865920016564,22.533862145734602,113.87218114896852,22.58653890247993,12444.0,4424.0,1136.0,2652.0,0.0,3288.0,11092.0,0,35.0656,2.5,3052,16464
1001401488099960-3003401588099960,113.94865920016564,22.533862145734602,114.07124379977621,22.53726996963293,11770.0,3931.0,509.0,1190.0,1.0,3421.0,16648.0,0,33.44799999999999,4.0,1569,15367
1001401488099960-7007401636100036,113.94865920016564,22.533862145734602,114.13012410837149,22.62633399698473,26248.0,8010.0,1934.0,4516.0,1.0,6075.0,27159.0,0,69.09375999999999,2.5,3625,28433
1001401488099960-3003401434100010,113.94865920016564,22.533862145734602,113.8830331439599,22.590134182901224,11797.0,4081.0,383.0,894.0,0.0,3698.0,12208.0,0,33.5128,2.0,2552,12102
1001401488099960-3003401534099966,113.94865920016564,22.533862145734602,114.00554222694315,22.542828624554623,6207.0,2711.0,695.0,1624.0,1.0,2015.0,6866.0,0,20.0968,2.0,1207,7684
1001401488099960-3003401626099990,113.94865920016564,22.533862145734602,114.11667446201788,22.57193796326087,19503.0,5532.0,1332.0,3110.0,0.0,4200.0,18184.0,0,52.0072,2.5,2516,20553
1001401486099960-7007401504099960,113.9462314708742,22.533816054785625,113.9716489547674,22.537681084178022,2760.0,1869.0,482.0,1128.0,1.0,1386.0,2937.0,0,11.824000000000002,2.0,773,3434
1001401488099960-7007401444100012,113.94865920016564,22.533862145734602,113.89750340049628,22.594926795574718,10932.0,5391.0,636.0,1488.0,1.0,4754.0,10661.0,1,31.4368,4.5,2766,21811
1001401486099960-1001401626100022,113.9462314708742,22.533816054785625,114.11473127857799,22.606877999147606,23080.0,6744.0,1228.0,2866.0,0.0,5516.0,24863.0,0,60.59199999999999,3.0,4547,25682
1001401488099960-3003401436099988,113.94865920016564,22.533862145734602,113.88601971127191,22.565374913077765,9019.0,3145.0,497.0,1162.0,1.0,2647.0,9074.0,0,26.8456,2.5,1557,9604
1001401488099960-1001401576099960,113.94865920016564,22.533862145734602,114.05548547070715,22.53585397380929,10157.0,2518.0,1232.0,2876.0,0.0,1286.0,11367.0,0,29.5768,4.0,1430,14143
1001401488099960-3003401416100036,113.94865920016564,22.533862145734602,113.86051071528864,22.61902402465713,16812.0,5265.0,992.0,2316.0,0.0,4273.0,16418.0,0,45.5488,2.5,2543,17406
1001401486099960-1001401502099968,113.9462314708742,22.533816054785625,113.96545614917143,22.54320499966419,2738.0,1839.0,386.0,902.0,0.0,1453.0,2594.0,0,11.7712,2.5,886,3288
1001401488099960-7007401504099960,113.94865920016564,22.533862145734602,113.9716489547674,22.537681084178022,2529.0,1909.0,285.0,666.0,0.0,1624.0,2938.0,0,11.2696,2.0,839,3018
1001401488099960-3003401460099952,113.94865920016564,22.533862145734602,113.91606076357807,22.52534359016087,3899.0,2692.0,737.0,1720.0,0.0,1955.0,3736.0,0,14.5576,2.5,1054,4611
1001401488099960-1001401556100036,113.94865920016564,22.533862145734602,114.02936743969549,22.62111396241621,16329.0,4863.0,582.0,1358.0,0.0,4281.0,17337.0,0,44.3896,3.0,2758,18013
1001401488099960-1001401410100024,113.94865920016564,22.533862145734602,113.85234303828426,22.60419950867185,16077.0,4820.0,742.0,1734.0,1.0,4077.0,15929.0,0,43.7848,2.5,2774,15917
1001401488099960-1001401436099990,113.94865920016564,22.533862145734602,113.88478031513651,22.56647895197661,9246.0,3244.0,603.0,1408.0,0.0,2641.0,9074.0,0,27.3904,2.5,1579,9545
1001401488099960-7007401400100024,113.94865920016564,22.533862145734602,113.84376511231228,22.60741491057773,17201.0,4813.0,463.0,1082.0,0.0,4350.0,16973.0,0,46.4824,2.5,2869,16250
3003401486099950-7007401468099940,113.94766851071554,22.52369034958485,113.92844773021477,22.51429961764029,2739.0,1915.0,585.0,1368.0,1.0,1329.0,2651.0,0,11.7736,5.0,884,3740
